"timestamp","run_id","architecture","partitions","target_rate","replication","synthetic_cost_us","persistence","events","seconds","throughput","mean_us","p50_us","p95_us","p99_us","max_us","cpu_avg","cpu_peak","mem_avg_mb","mem_peak_mb","gc_gen0","gc_gen1","gc_gen2","allocated_mb","windows","digest_hash","warmup_events","measured_events","windows_written","windows_dropped","producer_achieved_rate","producer_jitter_ms","broker_cpu_avg","broker_cpu_peak","broker_mem_avg_mb","broker_mem_peak_mb","db_cpu_avg","db_cpu_peak","db_mem_avg_mb","db_mem_peak_mb","consumer_container_cpu_avg","consumer_container_mem_peak_mb","producer_cpu_avg","producer_cpu_peak","producer_mem_peak_mb","lane_hash","broker_cpu_mode","broker_throttled_pct","consumer_throttled_pct","producer_throttled_pct","client_placement","warmup_seconds","measure_seconds","commit"
"2026-09-24T05:49:55.0327912+00:00","966db53f-35c0-43e0-9c11-808eeb0d167f","rabbitmq-direct","4","40000","1","0","1","4000000","89.987","40000.2","3465.0","1106","14047","31983","93311","90.6","169.4","92.3","97.6","302","11","1","2704","1054171","1B1596EF15511858","400511","3599489","1054171","0","39999.6","18.69","391.4","399.8","194.9","270.9","4.6","7.0","353.4","354.8","93.9","182.6","297.2","308.3","352.1","crc32","quota:4+cpus:0-11","99.29","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T05:51:51.6054004+00:00","bdf0c858-6ecc-4996-8ce7-678bba6ba2f4","rabbitmq-direct","4","60000","3","0","1","6000000","89.987","60000.4","1993.8","975","6363","24479","77119","96.9","162.5","90.1","93.3","447","11","2","3998","1581635","7B60F4074FB17651","600725","5399275","1581635","0","59999.4","45.03","284.4","317.6","195.6","295.5","5.6","8.4","354.6","358.9","98.3","183.0","278.3","291.8","353.6","modulo","quota:4+cpus:0-11","8.57","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T05:53:47.3588209+00:00","bbcb3f15-298b-4f85-9023-d2ba96845026","rabbitmq-direct","4","40000","3","0","1","4000000","89.981","40001.3","923.5","612","1794","9775","35135","79.8","157.7","89.1","92.2","299","11","1","2681","1054171","1B1596EF15511858","400626","3599374","1054171","0","39999.6","7.68","250.5","283.4","180.3","209.0","3.4","6.2","353.7","358.6","72.9","181.6","263.4","296.3","354.8","modulo","quota:4+cpus:0-11","6.46","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T05:55:43.5041555+00:00","f27c078b-bcc7-49ea-a60a-6ba03f3227c4","rabbitmq-direct","4","40000","3","0","1","4000000","89.986","40000.1","2437.1","1584","6915","11751","57951","91.8","163.1","90.9","94.5","300","11","1","2691","1054171","1B1596EF15511858","400541","3599459","1054171","0","39999.1","14.70","319.2","326.3","181.9","244.3","4.3","6.1","353.8","355.3","94.9","184.4","307.5","315.5","352.5","crc32","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T05:57:39.6738062+00:00","e3b6c773-0711-4665-8e0c-d4c1c8933631","rabbitmq-direct","4","60000","5","0","1","6000000","89.985","60000.5","2043.2","1031","6431","24655","59519","98.3","185.7","88.6","91.9","447","11","2","3997","1581635","7B60F4074FB17651","600830","5399170","1581635","0","59999.4","30.18","304.3","315.4","200.1","282.2","6.2","9.0","354.5","356.1","101.4","180.5","278.8","293.3","354.3","modulo","quota:4+cpus:0-11","8.88","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T05:59:35.5620006+00:00","79cb8940-db2d-445e-97a9-e4e5d687500e","rabbitmq-direct","4","40000","5","0","1","4000000","89.988","39999.9","1147.5","755","3209","7723","34271","79.1","150.4","88.0","91.9","299","11","1","2678","1054171","1B1596EF15511858","400493","3599507","1054171","0","39999.4","7.58","247.7","255.6","180.6","200.7","4.0","5.5","354.1","355.4","81.5","178.3","291.3","299.3","351.6","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:01:31.8404667+00:00","26691023-9059-4b96-b96c-4fb4c42460e5","rabbitmq-direct","4","60000","3","0","1","6000000","89.987","60000.8","2313.0","1277","7203","17871","59135","97.2","196.3","88.0","92.4","447","11","2","3996","1581635","7B60F4074FB17651","600733","5399267","1581635","0","59999.0","34.91","246.7","284.2","193.5","199.8","5.5","7.1","354.9","359.2","94.1","174.9","263.7","295.9","352.6","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:03:27.7517414+00:00","6b0dd114-b8d2-4511-9cdb-82f532972f22","rabbitmq-direct","4","40000","1","0","1","4000000","89.987","40000.5","1047.3","732","2845","6487","25471","78.5","170.7","88.1","90.9","299","11","1","2678","1054171","1B1596EF15511858","400482","3599518","1054171","0","39999.5","7.91","221.8","259.5","192.4","256.5","3.7","5.1","354.2","358.3","74.6","171.5","280.8","299.2","353.2","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:05:23.6406113+00:00","be4e1dbe-479c-4203-a354-2f93e0191564","rabbitmq-direct","4","40000","4","0","1","4000000","89.982","40002.1","2959.6","849","12559","30799","59487","93.7","166.3","87.6","90.4","303","11","1","2717","1054171","1B1596EF15511858","400534","3599466","1054171","0","39999.6","12.95","393.2","399.9","180.1","215.9","4.3","5.7","354.3","357.8","96.8","170.6","302.8","311.0","351.8","crc32","quota:4+cpus:0-11","99.88","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:07:19.5102797+00:00","1ae072c9-3a1d-401c-9919-8bcb14f0fe29","rabbitmq-direct","4","60000","5","0","1","6000000","89.987","60004.6","4367.8","3133","11087","25743","74943","102.1","209.9","88.3","92.6","447","11","1","3999","1581635","7B60F4074FB17651","600350","5399650","1581635","0","59998.1","13.35","323.5","332.6","191.8","251.3","6.2","8.4","355.0","362.3","105.7","174.0","308.8","317.1","350.8","crc32","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:09:15.5213221+00:00","8460c0e2-4e72-44dc-b362-a1e67e0b41eb","rabbitmq-direct","4","60000","2","0","1","6000000","89.986","60001.1","2102.3","1266","6455","14407","45567","97.2","185.3","90.0","93.7","447","11","2","3997","1581635","7B60F4074FB17651","600717","5399283","1581635","0","59999.3","9.95","271.3","282.9","201.9","282.9","5.9","7.6","354.6","357.6","100.2","173.8","289.2","296.2","351.7","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:11:11.0474247+00:00","9264c589-05fa-4cc0-ad68-9cb720da7c9f","rabbitmq-direct","4","40000","2","0","1","4000000","89.986","40000.2","978.5","725","2463","5503","16447","79.0","157.4","90.8","94.0","299","11","1","2679","1054171","1B1596EF15511858","400543","3599457","1054171","0","39999.7","10.97","238.4","253.0","182.8","250.2","3.7","5.0","354.1","355.4","79.2","179.4","293.5","299.9","350.3","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:13:06.6474941+00:00","a4a6a876-3d81-4067-81a4-a5f1d2bd6437","rabbitmq-direct","4","40000","5","0","1","4000000","89.986","40000.6","2216.2","1372","6475","10951","59391","92.1","168.0","90.9","94.4","301","11","1","2696","1054171","1B1596EF15511858","400496","3599504","1054171","0","39998.5","9.44","282.8","323.1","178.0","187.9","3.3","4.8","354.1","355.9","87.3","183.1","302.1","316.7","350.1","crc32","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:15:02.5406796+00:00","01b02c1c-c502-4816-92b3-c220de11c8c9","rabbitmq-direct","4","40000","2","0","1","4000000","89.985","40000.2","2931.1","868","12303","29839","58463","93.4","175.0","89.8","92.7","303","11","1","2717","1054171","1B1596EF15511858","400564","3599436","1054171","0","39999.6","11.33","396.2","400.0","180.6","268.6","4.2","5.4","354.9","358.4","96.4","183.2","303.5","312.6","349.6","crc32","quota:4+cpus:0-11","99.53","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:16:58.5625696+00:00","455f451e-ca5a-4291-8100-e547a680004c","rabbitmq-direct","4","60000","2","0","1","6000000","89.987","60000.0","4300.0","3235","10983","19967","47135","100.8","188.8","87.4","90.3","447","11","1","3999","1581635","7B60F4074FB17651","600790","5399210","1581635","0","59998.6","8.29","322.2","331.2","194.4","272.7","6.0","7.6","354.7","356.5","104.3","181.7","311.9","320.3","345.0","crc32","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:18:54.5851636+00:00","6b6b7783-2bfe-4c3e-a755-ecddfff0e004","rabbitmq-direct","4","60000","4","0","1","6000000","89.987","60002.3","4264.2","1834","20175","36863","89983","101.2","176.8","90.6","95.9","450","11","1","4019","1581635","7B60F4074FB17651","600597","5399403","1581635","0","59998.5","46.57","390.5","399.9","183.5","231.4","6.2","8.4","354.6","356.1","104.1","182.4","308.9","319.2","350.4","crc32","quota:4+cpus:0-11","97.78","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:20:50.3089896+00:00","6fcf27eb-93d0-4b51-ae2d-8416a1a3dfb6","rabbitmq-direct","4","60000","4","0","1","6000000","89.986","60001.7","2081.3","1232","6263","14047","69119","96.8","177.4","87.7","91.8","447","11","2","3996","1581635","7B60F4074FB17651","600694","5399306","1581635","0","59999.3","12.32","272.3","281.0","192.3","199.5","5.6","7.6","355.0","357.2","99.8","176.5","289.9","297.3","352.4","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:22:46.3049021+00:00","0f86fc54-52c4-485d-acf0-891dc20337a4","rabbitmq-direct","4","60000","2","0","1","6000000","89.985","59999.8","4102.2","1781","18527","35071","60415","101.4","179.2","88.4","92.9","450","11","1","4020","1581635","7B60F4074FB17651","600914","5399086","1581635","0","59998.8","19.83","388.1","399.8","186.3","266.7","5.6","8.4","354.5","355.9","101.8","173.4","300.7","320.4","352.6","crc32","quota:4+cpus:0-11","98.31","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:24:42.2615662+00:00","4a5a8e9d-ebff-4a79-8cc7-876c316d77fb","rabbitmq-direct","4","60000","5","0","1","6000000","89.985","60001.1","2102.1","1237","6659","13911","39007","96.6","169.9","88.2","91.0","447","10","2","3996","1581635","7B60F4074FB17651","600778","5399222","1581635","0","59999.3","16.09","246.2","279.0","200.0","270.6","5.2","7.6","355.1","357.2","95.6","176.5","271.7","295.9","352.2","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:26:38.8482620+00:00","90868c91-0851-4076-a154-36b626951c9d","rabbitmq-direct","4","40000","2","0","1","4000000","89.986","40000.1","923.2","616","1663","10055","40511","79.6","171.1","90.6","94.4","299","11","1","2680","1054171","1B1596EF15511858","400562","3599438","1054171","0","39999.4","10.16","268.6","276.5","185.5","255.1","4.0","5.5","354.2","355.9","82.5","178.1","289.0","296.9","350.9","modulo","quota:4+cpus:0-11","6.81","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:28:34.5588962+00:00","a75078f2-218a-4293-aa00-023e6de44257","rabbitmq-direct","4","40000","4","0","1","4000000","89.986","40001.0","2083.6","1321","6103","9743","29967","93.5","178.3","87.7","90.1","301","11","1","2696","1054171","1B1596EF15511858","400482","3599518","1054171","0","39999.0","7.42","316.2","326.7","182.3","258.1","4.1","5.7","354.2","355.4","96.6","178.4","307.8","315.8","349.8","crc32","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:30:30.3507142+00:00","f57d2768-3e1b-4591-a323-91954e64bb99","rabbitmq-direct","4","40000","3","0","1","4000000","89.981","40003.1","1012.1","725","2613","6143","32143","78.7","148.5","86.6","89.4","299","10","1","2679","1054171","1B1596EF15511858","400478","3599522","1054171","0","39999.6","7.66","244.6","252.2","185.5","253.6","3.9","5.3","354.0","355.0","81.3","174.1","293.0","300.4","350.2","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:32:26.3329779+00:00","516f27a6-da0c-41da-ae42-6321bbb45d4c","rabbitmq-direct","4","40000","1","0","1","4000000","89.986","40000.3","917.6","616","1621","11175","44575","80.0","155.2","88.5","90.8","299","11","1","2680","1054171","1B1596EF15511858","400550","3599450","1054171","0","39999.7","9.01","258.9","275.4","181.9","191.8","4.0","6.0","354.1","355.0","76.1","172.7","288.9","297.0","350.1","modulo","quota:4+cpus:0-11","6.97","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:34:22.0358113+00:00","77207c6e-9d90-4d16-842f-0a94db29d3ac","rabbitmq-direct","4","40000","2","0","1","4000000","89.986","40000.1","2142.5","1338","6171","10583","44191","93.2","174.7","87.3","91.4","301","11","1","2696","1054171","1B1596EF15511858","400564","3599436","1054171","0","39999.0","11.71","299.1","325.4","185.2","247.7","4.0","6.0","354.3","355.9","90.4","173.0","268.3","317.7","345.7","crc32","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:36:18.3010491+00:00","c73cd4c9-0641-48b5-a431-d80f7d7c8252","rabbitmq-direct","4","60000","1","0","1","6000000","89.984","60001.8","1773.8","929","4439","24367","50367","97.0","195.1","89.3","93.6","447","11","2","3999","1581635","7B60F4074FB17651","600820","5399180","1581635","0","59999.2","26.06","301.6","306.4","196.1","280.2","5.9","7.5","355.0","358.3","100.1","173.0","284.3","292.1","346.4","modulo","quota:4+cpus:0-11","8.82","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:38:14.0170460+00:00","d0fbf25f-a7a3-4feb-b289-6f6f7a1d453e","rabbitmq-direct","4","60000","1","0","1","6000000","89.990","59997.8","2000.4","1224","6195","12839","38815","96.6","181.8","88.0","91.5","447","11","2","3997","1581635","7B60F4074FB17651","600775","5399225","1581635","0","59997.6","12.95","271.4","278.9","197.9","282.3","5.7","8.2","355.2","360.8","99.7","174.9","290.0","298.0","352.0","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:40:09.9029036+00:00","a5bfb178-1dd5-48be-a09d-df28cd66d23b","rabbitmq-direct","4","40000","5","0","1","4000000","89.983","40000.4","2948.7","865","12407","30543","45951","93.6","176.3","93.5","96.4","303","11","1","2716","1054171","1B1596EF15511858","400651","3599349","1054171","0","39999.1","7.95","391.9","399.8","182.5","256.3","4.1","5.3","354.1","356.0","96.5","177.4","302.4","310.5","350.7","crc32","quota:4+cpus:0-11","99.88","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:42:05.6588537+00:00","958b0b6c-2fd6-4288-9b9d-26e9013f36f0","rabbitmq-direct","4","40000","3","0","1","4000000","89.987","39999.6","2971.7","859","12511","30175","48447","93.4","165.3","91.8","95.1","303","14","1","2716","1054171","1B1596EF15511858","400541","3599459","1054171","0","39998.7","10.40","380.4","400.6","189.6","271.0","4.0","5.2","354.1","355.4","93.6","186.2","295.8","310.0","355.0","crc32","quota:4+cpus:0-11","99.65","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:44:01.9619455+00:00","4eb0702f-e0a1-4ba1-8007-20f251854be1","rabbitmq-direct","4","40000","5","0","1","4000000","89.987","40000.1","931.1","613","1590","10215","65599","79.7","139.9","87.8","90.1","299","11","1","2681","1054171","1B1596EF15511858","400527","3599473","1054171","0","39999.6","26.95","245.1","278.7","189.2","260.4","3.6","4.8","354.3","355.3","80.3","182.1","278.9","297.0","350.3","modulo","quota:4+cpus:0-11","6.31","0.00","0.00","container","10","90","247fd7c"
"2026-09-24T06:45:58.6945214+00:00","6f5f274d-1a3f-44bb-8e39-458a1ba3c30a","rabbitmq-direct","4","40000","4","0","1","4000000","89.985","40000.4","1003.8","724","2501","5835","37439","78.9","166.5","87.9","90.6","299","10","1","2679","1054171","1B1596EF15511858","400542","3599458","1054171","0","39999.7","10.24","247.0","252.9","181.2","214.7","3.8","4.9","354.4","355.7","81.3","183.5","291.7","299.5","348.3","modulo","cpus:4-7","0.00","0.00","0.00","container","10","90","247fd7c"
